Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,ยอดเงินยกมาจากเดือน มี.ค 2568,Unnamed: 19,Unnamed: 20,504474.3000000001,ยอดเงินโอนข้ามเดือน,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,ยอดเงินโอนออกยกมาจากเดือน มี.ค 2568,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,27993.36,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
,W,250,,4117,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-03-18 00:00:00,6 เดือน,31/9/2568,,
,W,251,,4118,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-03-18 00:00:00,6 เดือน,31/9/2568,,
,W,252,,4119,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,253,,4120,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,254,,4121,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,255,,4122,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,256,,4123,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,257,,4124,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,258,,4125,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,259,,4126,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,260,,4127,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,261,,4128,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,262,,4129,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,263,,4130,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,264,ฟาร์อีส,4131,Studio,,,,,,,,22/5/2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/4/68,,,,
,W,265,,4132,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,266,,4133,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,267,,4134,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,268,,4135,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,269,,4136,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ยูนิตน้ำ+ไฟ รวม,,367,16128,1000,,,147300,147300,11010,139024,418698.09,เงินเข้าเดือนนี้,507479.2800000001,สรุปเงินเข้าเดือนหน้า,581826.0899999999,,,,140772.04,12800,2500,1860,32892,,,,,62,2089,1618,199787.38,,51823.36,,53389.96000000001,,,,854000,,,,,
,,,,,,,,ยูนิตไฟ 10 บ./หน่วย,,=,,10000,,สรุปเงินเข้าเดือนนี้,802079.28,,,,,,,,,,,,,,,,,,,ยูนิตไฟ 10 บ./หน่วย,,=,,16180,,,,,,,,,,,,,,
,,,,,,,,ยูนิตไฟ 8 บ./หน่วย,,=,129024,,,,,,,,,,,,,,,,,,,,,,,ยูนิตไฟ 8 บ./หน่วย,,=,16712,,,,,ยอดเงินโอนออกยกไปเดือน พ.ค 2568,,53389.96000000001,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ยอดเข้าทั้ง 2 บัญชี รวมกัน,,,,,ยอดเข้า,802079.2900000003,,,ยอดโอนเข้า 'บจก. เอ็มเอส เทท 1983859190,,,,,ยอดโอนเข้า 'บช k.ณรงค์ 3912,,,,ยอดโอนออกจาก 'บช k.ณรงค์ 3912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ยอดโอนออก จากบช k.ณรงค์ 3912 ไป บจก เอ็ม เอสเทท,,,,,ยอดออก,293029.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ยอดโอนออก 'บช k.ณรงค์ 3912,,,ยอดออก,51823.36,,,รวมยอด,,,793377.2900000003,,รวมยอด,8702,,,รวมยอด,51823.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,=,750255.9300000003,,,,,,,,,,,,,,,สรุปยอดที่ยกไปเดือนพฤษภาคม 68,,581826.0899999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าไฟ/ยูนิต (บาท),,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ค่าน้ำ/ยูนิต (บาท),,,30,,,สเตจเม้นท์ บช k.ณรงค์ 3912 เม.ย 2568  โอนเข้า,,,,,สเตจเม้นท์ บช k.ณรงค์ 3912 เม.ย 2568 โอนออก,,,,,,,,สเตจเม้นท์ บจก. เอ็มเอส เทท 1983859190 รายการโอนเข้า,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าไฟ/ยูนิต (บาท),,,,,8,,,วันที่,ยอด,,รายการ,,วันที่,ยอด,รายการ,,,,,,วันที่,ยอดเงิน,รายการ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าเช่า Studio/เดือน (บาท),,,,,6800,,,2568-04-03 00:00:00,7680,,หัวเฉิง 2024 ค่าเช่า มี.ค 68,,2568-04-03 00:00:00,1222,คืนห้อง 1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าเช่า Suite/เดือน (บาท),,,,,13600,,,2568-04-03 00:00:00,1022,,ค่าน้ำ - ค่าไฟ อู้ฟู่ชา,,2568-04-03 00:00:00,3401.36,คืนห้อง 3036,,,,,,2568-04-01 00:00:00,580.64,4094 ค่าเช่า มี.ค,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-04-17 00:00:00,6159,,**โอนยอดผิด คืนห้อง 3012  ผู้เช่าโอนกลับมา,,2568-04-03 00:00:00,4750,คืนห้อง 4087,,,,,,2568-04-01 00:00:00,21452.38,2022/2023/3023 ค่าเช่า มี.ค ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2568-04-03 00:00:00,4070,คืนห้อง 3034,,,,,,2568-04-01 00:00:00,13600,มัดจำ + ประกัน 4009,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2568-04-03 00:00:00,4262,คืนห้อง 3026,,,,,,2568-04-01 00:00:00,13600,มัดจำ + ประกัน 4095,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2568-04-07 00:00:00,293029.94,คุณณรงค์ โอนยอด ไป M Estate 1983859190 คงเหลือไว้ 2 แสน เพื่อไว้โอนคืนผู้เช่าย้ายออก,,,,,,2568-04-01 00:00:00,7802,3033 ค่าเช่า มี.ค 68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2568-04-08 00:00:00,1154,คืนห้อง 1024,,,,,,2568-04-02 00:00:00,16706,3027 / 3037 ค่าเช่า มี.ค 68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,สรุป,,,ยูนิต,ค่าไฟรวม,171916,,,,,,,,2568-04-11 00:00:00,24,คืนห้อง 3032,,,,,,2568-04-03 00:00:00,9880,4051 ค่าเช่า มี.ค 68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,จำนวนห้องเช่า,,,81,,ห้อง,,,,,,,,2568-04-11 00:00:00,5510,คืนห้อง 4095,,,,,,2568-04-03 00:00:00,17034,3015 ค่าเช่า มี.ค 68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,รายได้ค่าเช่า,,,,559470.13,บาท,,,,,,,,2568-04-13 00:00:00,3600,(โอนเพิ่ม) คืนห้อง 1018,,,,,,2568-04-03 00:00:00,16708,1006 ค่าเช่า มี.ค 68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าน้ำ,,,429,12870,บาท,,,,,,,,2568-04-17 00:00:00,6159,** โอนคืนห้อง 3012 ยอดผิด ผู้เช่าโอนกลับมาคืนที่บช.พี่ณรงค์แล้ว,,,,,,2568-04-03 00:00:00,29822,3019 / 3018  ค่าเช่า มี.ค 68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าไฟ หน่วย 10 บาท,,,2618,26180,บาท,26180,,,,,,,2568-04-17 00:00:00,5430,คืนห้อง 3012 (ยอดที่ถูกต้อง),,,,,,2568-04-04 00:00:00,41190, 3008 /3022 /3038 / 3041 / 3042  ค่าเช่า มี.ค 68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าไฟ หน่วย 8 บาท,,,18217,145736,บาท,145736,,,,,,,2568-04-19 00:00:00,4902,คืนห้อง 3009,,,,,,2568-04-04 00:00:00,41112,ค่าเช่า ร้านอาหาร + น้ำ ไฟ ก.พ - มี.ค 68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าทำความสะอาด,,,,12800,บาท,,,ยอดรวม,,,8702,,2568-04-22 00:00:00,3200,คุณณรงค์ใช้บัญชีโอนยอดออกผิดบช. โอนคืนมาให้แล้ววันที่ 4/5/2568,,,,,,2568-04-04 00:00:00,8770.83,ค่าเช่า 3043 มี.ค 68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าปรับ,,,,2500,บาท,,,,,,,,2568-04-23 00:00:00,2112,คืนห้อง 1029 ,,,,,,2568-04-05 00:00:00,231.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค้างชำระ,,,,,บาท,,,,,,,,2568-04-27 00:00:00,5860,คืนห้อง 3034,,,,,,2568-04-07 00:00:00,27200,ค่าเช่า 3030 / 3031 มี.ค 68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,รวม,,,,759556.13,,,,,,,,,2568-04-30 00:00:00,5526,คืนห้อง 3027,,,,,,2568-04-07 00:00:00,8030,ค่าเช่า 3009 มี.ค 68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2568-04-07 00:00:00,293029.94,คุณณรงค์ โอนยอด เข้า M Estate 1983859190 คงเหลือไว้ 2 แสน เพื่อไว้โอนคืนผู้เช่าย้ายออก,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ทั่วไป + แปลง2 ค้างชำระรวม,,,0,,,,,,,,,,,,,,,,,2568-04-08 00:00:00,221907.42,ค่าเช่าแปลง 2 เดือน มี.ค 68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2568-04-10 00:00:00,47564,ค่าเช่า 3028 / 3024 / 3014 /3020มี.ค 68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2568-04-10 00:00:00,27200,ประกัน + ค่าเช่าล่วงหน้า ห้อง 3003,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2568-04-11 00:00:00,13600,มัดจำ + ประกัน 4087 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2568-04-11 00:00:00,40800,มัดจำ + ประกัน 3001 (ห้อง Suite) /3034 (ห้องเดี่ยว),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2568-04-12 00:00:00,884.78,3021 ชำระส่วนต่างค่าเช่า เดือนมีนาคม (ย้ายออก),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2568-04-13 00:00:00,13600,มัดจำ + ประกัน 3039,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2568-04-17 00:00:00,2254.98,3039 ชำระส่วนต่างค่าเช่า เดือนมีนาคม (ย้ายออก),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,รวมยอดโอนออก,,354212.3,,,,,,2568-04-19 00:00:00,54400,ประกัน + ค่าเช่าล่วงหน้า ห้อง Suite 3016 / 3017,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2568-04-20 00:00:00,81600,ประกัน+ล่วงหน้า 6 ห้อง 2021/2025/3021/3025/3026/3036 แปลง2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,รวมยอดโอนคืนผู้เช่า,,51823.36,,,,,,2568-04-21 00:00:00,5577.09,ค่าเช่า มี.ค ห้อง 4088,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2568-04-28 00:00:00,9000,ประกัน + ค่าเช่าล่วงหน้า ห้อง 3009,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2568-04-30 00:00:00,1270,ค่าไฟ มี.ค - เม.ย 2568 ร้านยำหน้าบ้านพัก ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,รวมยอดโอนเข้าทั้งหมด,,1086407.2300000002,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,รวมยอดเข้า ,,793377.2900000003,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,รวมยอดโอนเข้า,,,14861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
