Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,ยอดเงินยกมาจากเดือน ธ.ค 2568,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,201563.63999999996,ยอดเงินโอนข้ามเดือน,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,ยอดเงินโอนออกยกมาจากเดือน ธ.ค 2568,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,20609.400000000005,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67
,W,209,เดลทัล,4076,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
5,W,210,ทั่วไป,4077,Studio,26,1424,33,1657,7,,233,2569-01-07 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,,210,14.700000000000001,2330,163.10000000000002,6580.64,,,,,,2569-12-13 00:00:00,9298.44,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2569-01-02 00:00:00,,,,
,W,211,บายมิ่ง,4078,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-09-29 00:00:00,,,,
,W,212,บายมิ่ง,4079,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-09-29 00:00:00,,,,
,W,213,ฟาร์อีส,4080,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-07-24 00:00:00,,,,
6,W,214,ทั่วไป,4081,Studio,29,668,37,749,8,,81,,,,,,240,16.8,810,56.7,6800,,,,,,2569-02-04 00:00:00,7923.5,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-11-05 00:00:00,,,,
,W,214,บายมิ่ง,4082,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-11-06 00:00:00,,,,
,W,216,บายมิ่ง,4083,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-10-27 00:00:00,,,,
,W,217,บายมิ่ง,4084,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-10-27 00:00:00,,,,
,W,218,เดลทัล,4085,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,219,เดลทัล,4086,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,220,ฟาร์อีส,4087,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-07-11 00:00:00,,,,
,W,221,ฟาร์อีส,4088,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-09-19 00:00:00,,,,
,W,222,ไชน่าสเตท,4089,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,223,ไชน่าสเตท,4090,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,224,ไชน่าสเตท,4091,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
N,W,225,คินวอง,4092,Studio,,,,,,,,,,,,,,0,,0,,699,48.93000000000001,,2569-01-28 00:00:00,747.9300000000001,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-09-19 00:00:00,,,,
,W,226,คินวอง,4093,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-08-11 00:00:00,,,,
,W,227,คินวอง,4094,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-08-11 00:00:00,,,,
,W,229,คินวอง,4095,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-08-11 00:00:00,,,,
,W,230,คินวอง,4096,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-11-10 00:00:00,,,,
,W,231,เดลทัล,4097,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,W,232,เดลทัล,4098,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,233,เดลทัล,4099,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,234,เดลทัล,4100,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,235,ไทยเตียว,4101,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-10-21 00:00:00,,,,
,W,236,ไทยเตียว,4102,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-10-19 00:00:00,,,,
,W,237,เดลทัล,4103,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,238,เดลทัล,4104,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,239,เดลทัล,4105,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,240,เดลทัล,4106,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,W,241,เดลทัล,4107,Studio,,,,,,,,,,,,,,0,,0,,699,48.93000000000001,,2569-01-16 00:00:00,747.9300000000001,,, k.ณรงค์ 0581083912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,242,ไทยเตียว,4108,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-09-24 00:00:00,,,,
,W,243,ไสออนนน์,4109,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-12-03 00:00:00,,,,
7,W,244,ทั่วไป,4110,Studio,28,1882,28,2045,0,,163,,,,,,0,0,1630,114.10000000000001,7238.7,,,,,,2569-02-12 00:00:00,8982.8,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-12-30 00:00:00,,,,
,W,245,ไท่ซาน,4111,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-12-05 00:00:00,,,,
N,W,246,ชานกง,4112,INTERNET พนง ชานกง,0,0,0,0,0,,0,,,,,,0,0,0,0,,699,48.93000000000001,,,,ค้างชำระ,747.9300000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-09-15 00:00:00,,,,
,W,247,เมกะ,4113,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-11-07 00:00:00,,,,
,W,248,ไท่เต๋อฝู,4114,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-12-12 00:00:00,,,,
,W,249,คินวอง,4115,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,250,คินวอง,4116,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-08-14 00:00:00,,,,
,W,251,คินวอง,4117,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-07-15 00:00:00,,,,
,W,252,คินวอง,4118,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-07-15 00:00:00,,,,
8,W,253,ทั่วไป,4119,Studio,45,841,48,972,3,,131,,,,,,90,6.300000000000001,1310,91.7,6800,,,,,,2569-02-12 00:00:00,8298,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2569-01-01 00:00:00,,,,
,W,254,ไท่เต๋อฝู,4120,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-12-12 00:00:00,,,,
,W,255,ไท่เต๋อฝู,4121,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-12-12 00:00:00,,,,
,W,256,ไท่เต๋อฝู,4122,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-12-12 00:00:00,,,,
9,W,257,พนง.เดลทัล,4123,Studio,36,1022,41,1168,5,,146,,,,,,150,10.500000000000002,1460,102.2,4500,699,48.93000000000001,,,,2569-02-03 00:00:00,6970.63,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,2568-06-26 00:00:00,,,,
10,W,258,ทั่วไป,4124,Studio,31,1351,33,1402,2,,51,2569-01-16 00:00:00, k.ณรงค์ 0581083912,6800,6800,,60,4.2,510,35.7,6800,,,,,,2569-02-02 00:00:00,7409.9,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2569-01-01 00:00:00,,,,
11,W,259,ทั่วไป,4125,Studio,17,628,18,689,1,,61,,,,,1000,30,2.1,610,42.7,6800,699,48.93000000000001,,2569-01-28 00:00:00,8232.73,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,1000,2568-12-16 00:00:00,,,,
,W,260,ไท่เต๋อฝู,4126,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,261,ไท่เต๋อฝู,4127,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,262,กว่างโจว,4128,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-09-21 00:00:00,,,,
,W,263,ไสออนนน์,4129,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-06-01 00:00:00,,,,
12,W,264,พนง.เดลทัล,4130,Studio,16,410,17,428,1,,18,,,,,,30,2.1,180,12.600000000000001,4500,,,,,,2569-02-16 00:00:00,4724.7,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,2568-07-01 00:00:00,,,,
13,W,265,ทั่วไป,4131,Studio,20,1186,22,1237,2,,51,2569-01-16 00:00:00, k.ณรงค์ 0581083912,6800,6800,,60,4.2,510,35.7,3729.03,,,,,,2569-02-12 00:00:00,4338.93,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2569-01-15 00:00:00,,,,
,W,266,หมิงเฮา,4132,Studio (out ไฟล์แยก),,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-11-28 00:00:00,,,,
,W,266,ทั่วไป,4132 (2),Studio,,,,,,,,2569-01-30 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2569-01-30 00:00:00,,,,
,W,267,เฟยจิน,4133,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/7/2568,,,,
,W,268,เฟยจิน,4134,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-07-18 00:00:00,,,,
,W,269,เฟยจิน,4135,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-09-29 00:00:00,,,,
14,W,270,ทั่วไป,4136,Studio,20,822,23,998,3,,176,2569-01-16 00:00:00, k.ณรงค์ 0581083912,6800,6800,,90,6.300000000000001,1760,123.20000000000002,7238.7,,,,,,2569-02-12 00:00:00,9218.2,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-12-30 00:00:00,,,,
14,,,,,,,,ยูนิตน้ำ+ไฟ รวม,,335,1250,7399,,,156400,156400,2000,10050,703.5000000000002,83990,5879.300000000001,381361.2000000001,11906.3,833.4410000000005,0,เงินเข้าเดือนนี้,288154.6799999998,สรุปเงินเข้าเดือนหน้า,416323.7310000001,,,54400,54400,4371.43,6300,441,2300,,3060,214.20000000000002,17110,1197.7000000000003,0,0,,,,,102,0,1711,89555.32999999999,,20609.400000000005,,27435.699999999997,,252046.03,,,803000,1000,,,,,
,,,,,,,,ยูนิตไฟ 10 บ./หน่วย,,=,,73990,,สรุปเงินเข้าเดือนนี้,602954.6799999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ยูนิตไฟ 10 บ./หน่วย,,=,,17110,,,,,,,,,,,,,,,,
,,,,,,,,ยูนิตไฟ 8 บ./หน่วย,,=,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ยูนิตไฟ 8 บ./หน่วย,,=,0,,,,,ยอดเงินโอนออกยกไปเดือน ก.พ 2569,,27435.699999999997,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M Estate 1983859190 + กสิกร k.ณรงค์ 0581083912 (ผู้เช่าทั่วไป),,,,,,ยอดเข้ารวม,602954.6799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ยอดโอนเข้า บจก. เอ็มเอส เทท 1983859190,,,,,ยอดโอนเข้า บจก. เอ็มเอส เทท 1983859190 (ผู้เช่าบริษัท - ไฟล์แยก),,,,,,,ยอดโอนเข้า k.ณรงค์ 0581083912,,,,,,,,ยอดโอนออกจาก บช k.ณรงค์ 3912 (ผู้เช่าทั่วไป),,,,,,ยอดโอนออกจาก บช k.ณรงค์ 3912 (ผู้เช่าบริษัท) ไฟล์แยก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M Estate 1983859190 (ผู้เช่าบริษัท - ไฟล์แยก),,,,,,ยอดเข้ารวม,1430189.2199999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยอดโอนเข้า  กสิกร k.ณรงค์ 0581083912 (ผู้เช่าบริษัท - ไฟล์แยก),,,,,,ยอดเข้ารวม,13531.48,,,,,,,,,,,,,,,,,,,,,,,รวมยอด,20609.4,,,,,รวมยอด,,180119.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ยอดโอนออก 'บช k.ณรงค์ 3912 (คืนผู้เช่าทั่วไป),,,ยอดออกรวม,20609.4,,,รวมยอด,,,282112.8199999999,,รวมยอด,1430189.2199999997,,,,,,รวมยอด,,,320841.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ยอดโอนออก 'บช k.ณรงค์ 3912 (คืนผู้เช่าบริษัท),,,ยอดออกรวม,180119.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ยอดโอนเข้า บช k.ณรงค์ 3912 (ผู้เช่าบริษัท) ไฟล์แยก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,=,1845946.5499999998,,,,,,,,,,,,,,,,,,,,,สรุปยอดที่ยกไปเดือนกุมภาพันธ์ 2569,,416323.7310000001,,,,,,รวมยอด,,13531.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าไฟ/ยูนิต (บาท),,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,สเตจเม้นท์ บช k.ณรงค์ 0581083912 ม.ค 2569 โอนออก (คืนผู้เช่าบริษัท - ย้ายออก),,,,,,,,,,,,,,,,,,,,
,,,,ค่าน้ำ/ยูนิต (บาท),,,30,,,สเตจเม้นท์ บจก. เอ็มเอส เทท 1983859190 รายการโอนเข้า ม.ค 2569,,,,,,สเตจเม้นท์ บจก. เอ็มเอส เทท 1983859190 รายการโอนเข้า ม.ค 2569 (ผู้เช่าบริษัท / ไฟล์แยก),,,,,,,สเตจเม้นท์ บจก. เอ็มเอส เทท 2162810874 รายการโอนเข้า ม.ค 2569 (ผู้เช่าทั่วไป),,,,,สเตจเม้นท์ บช k.ณรงค์ 0581083912 ม.ค 2569 โอนเข้า (ผู้เช่าทั่วไป),,,,สเตจเม้นท์ บช k.ณรงค์ 0581083912 ม.ค 2569 โอนออก (คืนผู้เช่า - ย้ายออก),,,,,,,,,,,,,,,วันที่,,ยอด,,รายการคืน,,,,,,,,,,,,,,,,
,,ค่าไฟ/ยูนิต (บาท),,,,,8,,,วันที่,ยอด,,รายการ,,,2569-01-01 00:00:00,27200,ไท่เต๋อฝู ชำระค่าประกัน+ล่วงหน้า ห้อง 4006 เข้าพัก 3/1/69 ไฟล์แยก (ม.ค),,,,,วันที่,,ยอด,รายการ,,วันที่,ยอด ,รายการ,,วันที่,ยอด,,รายการ,,,,,,,,,,,,2569-01-08 00:00:00,,76.77,, โอนคืนหัก ณ.ที่จ่าย ออนเนอร์ส ห้อง4051 ค่าเช่ารายวัน ย้ายออก 7/12/2568 ไฟล์แยก (พ.ย),,,,,,,,,,,,,,,,
,,ค่าเช่า Studio/เดือน (บาท),,,,,6800,,,2569-01-01 00:00:00,,,"27,200 ไท่เต๋อฝู ชำระค่าประกัน+ล่วงหน้า ห้อง 4006 เข้าพัก 3/1/69 ไฟล์แยก (ม.ค 69)",,,2569-01-04 00:00:00,13600,ไท่เต๋อฝู ชำระค่าประกัน+ล่วงหน้า ห้อง4006 เข้าพัก 3/1/69 ไฟล์แยก (ม.ค),,,,,,,,,,2569-01-16 00:00:00,,"8,445.67 ไท่ซาน ค่าเช่า ธ.ค ห้อง1006 ไฟล์แยก (ธ.ค)",,2569-01-05 00:00:00,3392.2,,คืนห้อง1030 ย้ายออก วันที่ 2/1/2569 (ธ.ค),,,,,,,,,,,,2569-01-16 00:00:00,,175382.66,, คืนย้ายออก เหิงซิน (แปลง2) ย้ายออก 40 ห้อง 31/12/2568 ไฟล์แยก (ธ.ค),,,,,,,,,,,,,,,,
,,ค่าเช่า Suite/เดือน (บาท),,,,,13600,,,2569-01-01 00:00:00,6522.3,,ค่าเช่า ธ.ค ห้อง3041 (ธ.ค),,,2569-01-04 00:00:00,42121.85,กว่างโจว ชำระค่าเช่า ธันวาคม 2568 ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,,"5,085.81 ไท่ซาน ค่าเช่า ธ.ค ห้อง4051 ไฟล์แยก (ธ.ค)",,2569-01-08 00:00:00,,,76.77 โอนคืนหัก ณ.ที่จ่าย ออนเนอร์ส ห้อง4051 ย้ายออก 7/12/2568 ไฟล์แยก (พ.ย),,,,,,,,,,,,2569-01-28 00:00:00,,4660,,คืนย้ายออก หมิงเฮา ห้อง4132 ย้ายออก วันที่ 27/1/2569 ไฟล์แยก (ม.ค),,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-02 00:00:00,2800,,ค่าเช่า ธ.ค ห้อง1029 ส่วนของพนักงานชำระเอง (ธ.ค),,,2569-01-05 00:00:00,8674.9,ยูโลจี ชำระค่าเช่า ธันวาคม 2568 ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,3846.72,ค่าเช่า ธ.ค ห้อง1019 (ธ.ค),,2569-01-16 00:00:00,,,1000 คืนประกัน router ห้อง1006 (ไฟล์ internet ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-02 00:00:00,5611.78,,ค่าเช่า ธ.ค ห้อง4006 (ย้ายไป ห้อง4125 2/2/69) ไฟล์ ธ.ค 68 + ค่าประกัน router ห้อง4125 (ไฟล์ ม.ค 69),,,2569-01-05 00:00:00,68725.83, ไสออนนน์ ชำระค่าเช่า ธันวาคม 2568 ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,6628.76,ค่าเช่า ธ.ค ห้อง3043 (ธ.ค),,2569-01-16 00:00:00,,,1000 คืนประกัน router ห้อง2001 (ไฟล์ internet ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-03 00:00:00,747.93,,ห้อง1021 ชำระค่า internet ใช้งาน 1 - 31 ม.ค 2569 (ม.ค),,,2569-01-06 00:00:00,33853.23,ไป่หลง ชำระค่าเช่า ธันวาคม 2568 ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,15195.02,ค่าเช่า ธ.ค ห้อง3018 (ธ.ค),,2569-01-16 00:00:00,5018.6,,คืนห้อง3031 ย้ายออก วันที่ 2/1/2569 (ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-04 00:00:00,,,"13,600 ไท่เต๋อฝู ชำระค่าประกัน+ล่วงหน้า ห้อง4006 เข้าพัก 3/1/69 ไฟล์แยก (ม.ค)",,,2569-01-06 00:00:00,27200, ไท่ซาน ชำระค่าประกัน+ล่วงหน้า ห้อง 3031 เข้าพัก 3/1/69 ไฟล์แยก (ม.ค),,,,,,,,,,2569-01-16 00:00:00,8554.8,ค่าเช่า ธ.ค ห้อง3020 (ธ.ค),,2569-01-16 00:00:00,6495.2,,คืนห้อง3015 ย้ายออก วันที่ 2/1/2569 (ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2569-01-04 00:00:00,,,"42,121.85 กว่างโจว ชำระค่าเช่า ธันวาคม 2568 ไฟล์แยก (ธ.ค)",,,2569-01-06 00:00:00,19880.95,บ่อทองอินดัสทรี ชำระค่าเช่า ธันวาคม 2568 ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,4735.4,ค่าเช่า ธ.ค ห้อง4130 (ธ.ค),,2569-01-16 00:00:00,5703.4,,คืนห้อง1026 ย้ายออก วันที่ 13/1/2569 (ธ.ค),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,สรุป (ผู้เช่าทั่วไป),,,ยูนิต,ค่าไฟรวม,101100,,,2569-01-05 00:00:00,,,"8,674.90 ยูโลจี ชำระค่าเช่า ธันวาคม 2568 ไฟล์แยก (ธ.ค)",,,2569-01-07 00:00:00,35378, อีสเทิร์นไนส์ (ร้านอาหารจีน) ชำระค่าเช่า ธ.ค ไฟล์แยก (ธ.ค),,,,,,,,,,2569-01-16 00:00:00,7163.23,ค่าเช่า ธ.ค ห้อง4123 (ธ.ค),,2569-01-16 00:00:00,,,"175,382.66 คืนย้ายออก เหิงซิน (แปลง2) ย้ายออก 31/12/2568 ไฟล์แยก (ธ.ค)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
