Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,ยอดเงินยกมาจากเดือน พ.ย 2568,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,270678.5660000001,ยอดเงินโอนข้ามเดือน,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,ยอดเงินโอนออกยกมาจากเดือน พ.ย 2568,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,50527.82,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
,W,224,ไชน่าสเตท,4091,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
N,W,225,คินวอง,4092,INTERNET พนง.,,,,,,,,,,,,,0,,0,,699,48.93000000000001,,2568-12-30 00:00:00,747.9300000000001,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-09-19 00:00:00,,,,
,W,226,คินวอง,4093,Studio,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-08-11 00:00:00,,,,
,W,227,คินวอง,4094,Studio,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-08-11 00:00:00,,,,
,W,229,คินวอง,4095,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-08-11 00:00:00,,,,
,W,230,คินวอง,4096,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-11-10 00:00:00,,,,
,W,231,เดลทัล,4097,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,W,232,เดลทัล,4098,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,233,เดลทัล,4099,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,234,เดลทัล,4100,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,235,ไทยเตียว,4101,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-10-21 00:00:00,,,,
,W,236,ไทยเตียว,4102,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-10-19 00:00:00,,,,
,W,237,เดลทัล,4103,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,238,เดลทัล,4104,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,239,เดลทัล,4105,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,240,เดลทัล,4106,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,W,241,เดลทัล,4107,INTERNET พนง.,,,,,,,,,,,,,0,,0,,699,48.93000000000001,,2568-12-04 00:00:00,747.9300000000001,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,242,ไทยเตียว,4108,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-09-24 00:00:00,,,,
,W,243,ไสออนนน์,4109,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-12-03 00:00:00,,,,
6,W,244, OUT,4110,Studio,,,,,,,,2568-12-04 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,,0,,0,,,,,,,,,,,6800,6800,,300,21.000000000000004,-,,0,0,1500,105.00000000000001,,,28,1732,28,1882,0,150,,8726,,4874,2568-12-30 00:00:00,-,-,2568-12-29 00:00:00,k.ณรงค์ 0581083912,0,2568-12-02 00:00:00,,,,
,W,244,ทั่วไป,4110,Studio,,,,,,,,2568-12-30 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,2568-12-30 00:00:00,,,,
,W,245,ไท่ซาน,4111,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-12-05 00:00:00,,,,
N,W,246,ชานกง,4112,INTERNET พนง.,0,0,0,0,0,,0,,,,,0,0,0,0,,699,48.93000000000001,,,,2569-01-26 00:00:00,747.9300000000001,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-09-15 00:00:00,,,,
,W,247,เมกะ,4113,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-11-07 00:00:00,,,,
,W,248,ไท่เต๋อฝู,4114,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-12-12 00:00:00,,,,
,W,249,คินวอง,4115,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,250,คินวอง,4116,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-08-14 00:00:00,,,,
,W,251,คินวอง,4117,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-07-15 00:00:00,,,,
,W,252,คินวอง,4118,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-07-15 00:00:00,,,,
,W,253,ทั่วไป,4119,Studio,,,,,,,,2568-12-31 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,2569-01-01 00:00:00,,,,
,W,254,ไท่เต๋อฝู,4120,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-12-12 00:00:00,,,,
,W,255,ไท่เต๋อฝู,4121,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-12-12 00:00:00,,,,
,W,256,ไท่เต๋อฝู,4122,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-12-12 00:00:00,,,,
7,W,257,พนง.เดลทัล,4123,Studio,30,861,36,1022,6,,161,,,,,180,12.600000000000001,1610,112.70000000000002,4500,699,48.93000000000001,,,,2569-01-16 00:00:00,7163.2300000000005,กสิกรไทย คุณณรงค์ 0581083912 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,2568-06-26 00:00:00,,,,
,W,258,แปลง2,4124,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-08-18 00:00:00,,,,
,W,259,แปลง2,4125,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-08-18 00:00:00,,,,
,W,260,แปลง2,4126,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-08-18 00:00:00,,,,
,W,261,แปลง2,4127,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-08-18 00:00:00,,,,
,W,262,กว่างโจว,4128,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-09-21 00:00:00,,,,
,W,263,ไสออนนน์,4129,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-06-01 00:00:00,,,,
8,W,264,พนง.เดลทัล,4130,Studio,15,391,16,410,1,,19,,,,,30,2.1,190,13.3,4500,,,,,,2569-01-16 00:00:00,4735.4,กสิกรไทย คุณณรงค์ 0581083912 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,2568-07-01 00:00:00,,,,
,W,265,แปลง2,4131,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-10-11 00:00:00,,,,
,W,266,,4132,Studio,,,,,,,,2568-12-04 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-11-28 00:00:00,,,,
,W,266,หมิงเฮา,4132 (2),Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-12-13 00:00:00,,,,
,W,267,เฟยจิน,4133,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/7/2568,,,,
,W,268,เฟยจิน,4134,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-07-18 00:00:00,,,,
,W,269,เฟยจิน,4135,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-09-29 00:00:00,,,,
9,W,270,ทั่วไป,4136,Studio,0,0,0,0,0,,0,เงินสด เข้าบัญชี (มกราคม ไฟล์ ม.ค),,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,2568-12-30 00:00:00,,,,
9,,,,,,,,ยูนิตน้ำ+ไฟ รวม,,232,1242,5559,,,197200,197200,6960,487.19999999999993,65526,4586.820000000001,301954.07,9366.6,655.662,0,เงินเข้าเดือนนี้,458951.27800000017,สรุปเงินเข้าเดือนหน้า,201563.63999999996,,,68000,68000,0,7100,497,800,35,2490,174.3,24672,1727.0400000000002,0,0,,,,,83,1246,1230,105195.34,,60723.08,,20609.400000000005,,,,680600,,,,,
,,,,,,,,ยูนิตไฟ 10 บ./หน่วย,,=,,55590,,สรุปเงินเข้าเดือนนี้,853351.2780000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ยูนิตไฟ 10 บ./หน่วย,,=,,12300,,,,,,,,,,,,,,
,,,,,,,,ยูนิตไฟ 8 บ./หน่วย,,=,9936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ยูนิตไฟ 8 บ./หน่วย,,=,9968,,,,,ยอดเงินโอนออกยกไปเดือน ม.ค 2569,,20609.400000000005,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ส่วนต่างในยอดโอนคืน,0.2799999999915599,,,,,,,,,,,
,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,พ.ย โอนคืนห้อง1006 เกินไป,,0.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,พ.ย โอนคืนห้อง4120 ขาดไป,,0.38,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M Estate 1983859190 + k.ณรงค์ 0581083912,,,,,,ยอดเข้ารวม,853351.6000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ยอดโอนเข้า กสิกร บจก. เอ็มเอส เทท 1983859190,,,,,ยอดโอนเข้า บจก. เอ็มเอส เทท 1983859190 (ผู้เช่าบริษัท - ไฟล์แยก),,,,,,ยอดโอนเข้า k.ณรงค์ 0581083912,,,,,,,,ยอดโอนออกจาก บช k.ณรงค์ 3912 (คืนผู้เช่าทั่วไป - ย้ายออก),,,,,,ยอดโอนออกจาก บช k.ณรงค์ 3912 (คืนผู้เช่าบริษัท - ไฟล์แยก),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M Estate 1983859190 (ผู้เช่าบริษัท - ไฟล์แยก),,,,,,ยอดเข้ารวม,1972957.3599999999,,,,,,,,,,,,,,,,,,,,,,ยอดโอนออก รวม,60722.80000000001,,,,,ยอดโอนออก รวม,,33649.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ยอดโอนออก 'บช k.ณรงค์ 3912 (คืนผู้เช่าทั่วไป),,,ยอดออก,60722.80000000001,,,ยอดโอนเข้า รวม,,,760888.2800000003,,ยอดโอนเข้า รวม,,1972957.3599999999,,,,ยอดโอนเข้า รวม,,,92463.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ยอดโอนออก 'บช k.ณรงค์ 3912 (คืนผู้เช่าบริษัท),,,ยอดออก,33649.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,=,2731936.44,,,,,,,,,,,,,,,,,,,,สรุปยอดที่ยกไปเดือน ธันวาคม 68,,201563.63999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าไฟ/ยูนิต (บาท),,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,สเตจเม้นท์ บช k.ณรงค์ 0581083912 ธ.ค 2568 โอนออก (คืนผู้เช่าบริษัท - ย้ายออก),,,,,,,,,,,,,,,,,,
,,,,ค่าน้ำ/ยูนิต (บาท),,,30,,,สเตจเม้นท์ บจก. เอ็มเอส เทท 1983859190 รายการโอนเข้า ธ.ค 2568 (ผู้เช่าทั่วไป),,,,,สเตจเม้นท์ บจก. เอ็มเอส เทท 1983859190 รายการโอนเข้า ธ.ค 2568 (ผู้เช่าบริษัท / ไฟล์แยก),,,,,,,สเตจเม้นท์ บจก. เอ็มเอส เทท 2162810874 รายการโอนเข้า ธ.ค 2568 (ผู้เช่าทั่วไป),,,,,สเตจเม้นท์ บช k.ณรงค์ 0581083912 ธ.ค 2568 โอนเข้า (ผู้เช่าทั่วไป),,,,สเตจเม้นท์ บช k.ณรงค์ 0581083912 ธ.ค 2568 โอนออก (คืนผู้เช่า - ย้ายออก),,,,,,,,,,,,,,,วันที่,,ยอด,,รายการคืน,,,,,,,,,,,,,,
,,ค่าไฟ/ยูนิต (บาท),,,,,8,,,วันที่,ยอด,,รายการ,,2568-12-01 00:00:00,48466.63, บายมิ่งชำระค่าเช่า เดือน พ.ย ไฟล์แยก (พ.ย),,,,,วันที่,,ยอด,รายการ,,วันที่,ยอด ,รายการ,,วันที่,ยอด,,รายการ,,,,,,,,,,,,2568-12-04 00:00:00,,2937.3,, คืนเฟยจิน 4122 ย้ายออก 30/11/2568 ไฟล์แยกเฟยจิน (พ.ย),,,,,,,,,,,,,,
,,ค่าเช่า Studio/เดือน (บาท),,,,,6800,,,2568-12-01 00:00:00,747.93,,ค่า internet ห้อง1021 ใช้งาน 1-31/12/2568 (ธ.ค),,2568-12-02 00:00:00,42507.8,บริษัท กว่างโจว ชำระค่าเช่า พ.ย ไฟล์แยก (พ.ย),,,,,,,,,,2568-12-09 00:00:00,10224,ค่าเช่า พ.ย ห้อง 4010  (พ.ย),,2568-12-04 00:00:00,,,"2,937.30 คืนเฟยจิน 4122 ย้ายออก 30/11/2568 ไฟล์แยกเฟยจิน (พ.ย)",,,,,,,,,,,,2568-12-04 00:00:00,,6045.65,, คืนสกายเคม 4052 ย้ายออก 1/12/2568 ไฟล์แยกสกายเคม (พ.ย),,,,,,,,,,,,,,
,,ค่าเช่า Suite/เดือน (บาท),,,,,13600,,,2568-12-01 00:00:00,,,"48,466.63 บายมิ่งชำระค่าเช่า เดือน พ.ย ไฟล์แยก (พ.ย)",,2568-12-03 00:00:00,27200,ไท่ซาน ห้อง1020 ค่าประกัน+ล่วงหน้า เข้าพัก 3/12/2568 ไฟล์แยก (ธ.ค),,,,,,,,,,2568-12-09 00:00:00,1813.33,ค่าเช่า พ.ย ห้อง 1007  (พ.ย),,2568-12-04 00:00:00,,,"6,045.65 คืนสกายเคม 4052 ย้ายออก 1/12/2568 ไฟล์แยกสกายเคม (พ.ย)",,,,,,,,,,,,2568-12-07 00:00:00,,2854.77,,คืน บริษัท ออนเนอส์ห้อง4051 ย้ายออก 1/12/68 ไฟล์แยก ออนเนอร์ส (พ.ย) ,,,,,,,,,,,,,,
,,,,,,,,,,2568-12-01 00:00:00,5811.82,,ค่าเช่า พ.ย ห้อง 3010  (พ.ย),,2568-12-03 00:00:00,59463.06, ไสออนนน์ ชำระค่าเช่า พ.ย ไฟล์แยก (พ.ย),,,,,,,,,,2568-12-09 00:00:00,5035,ค่าเช่า พ.ย ห้อง 4130  (พ.ย),,2568-12-04 00:00:00,5697.9,,คืนห้อง3043 ย้ายออก วันที่ 31/11/2568 (พ.ย),,,,,,,,,,,,2568-12-09 00:00:00,,10706,," คืน บริษัท ชานกงย้ายออก 4 ห้อง 4109,4110,4111,4114 ย้ายออก 30/11/2568 ไฟล์แยก (พ.ย)",,,,,,,,,,,,,,
,,,,,,,,,,2568-12-01 00:00:00,5987.3,,ค่าเช่า พ.ย ห้อง 3009  (พ.ย),,2568-12-03 00:00:00,8563.62,หัวเฉิง ห้อง2024 ชำระค่าเช่า พ.ย ไฟล์แยก (พ.ย),,,,,,,,,,2568-12-09 00:00:00,6521.23,ค่าเช่า พ.ย ห้อง 4123  (พ.ย),,2568-12-04 00:00:00,4799.1,,คืนห้อง4064 ย้ายออก วันที่ 31/11/2568 (พ.ย),,,,,,,,,,,,2568-12-09 00:00:00,,1000,,คืนค่าประกัน router ห้อง4051 บ.ออนเนอร์สย้ายออก ไฟล์แยก (พ.ย),,,,,,,,,,,,,,
,,,,,,,,,,2568-12-01 00:00:00,49000,,"ประกัน + ล่วงหน้า Suite 1013,1014,1015 โอนรวม 64,200 (17,400 เงินสด) (ธ.ค)",,2568-12-03 00:00:00,9544.81, หัวเฉิง ห้อง2023 ชำระค่าเช่า พ.ย ไฟล์แยก (พ.ย),,,,,,,,,,2568-12-09 00:00:00,7870,ค่าเช่า พ.ย ห้อง 4101  (พ.ย),,2568-12-04 00:00:00,2478.27,,คืนห้อง4001 ย้ายออก วันที่ 31/11/2568 (พ.ย),,,,,,,,,,,,2568-12-29 00:00:00,,6479,, คืน ห้อง4043 ย้ายออก 29/12/2568 บริษัท ไชน่าสเตท (Kingwong Site) ไฟล์แยก (ธ.ค),,,,,,,,,,,,,,
,,,,,,,,,,2568-12-01 00:00:00,15200,,,,2568-12-04 00:00:00,79621.18,คินวอง ชำระค่าเช่าเดือน ธ.ค ไฟล์แยก (ธ.ค),,,,,,,,,,2568-12-09 00:00:00,9646.2,ค่าเช่า พ.ย ห้อง 4102  (พ.ย),,2568-12-04 00:00:00,1000,,คืนห้องประกัน router4115 (พ.ย),,,,,,,,,,,,2568-12-29 00:00:00,,1000,, คืนค่าประกัน router ห้อง3008 บริษัท เมกะไฟล์แยก (ธ.ค),,,,,,,,,,,,,,
,,,,,,,,,,2568-12-01 00:00:00,8158.9,,ค่าเช่า พ.ย ห้อง 4136  (พ.ย),,2568-12-04 00:00:00,60179.14,บ.เมกะ ชำระค่าเช่า เดือน พ.ย ไฟล์แยก (พ.ย),,,,,,,,,,2568-12-09 00:00:00,9057.7,ค่าเช่า พ.ย ห้อง 4108  (พ.ย),,2568-12-04 00:00:00,1000,,คืนห้องประกัน router2012 (พ.ย),,,,,,,,,,,,2568-12-29 00:00:00,,2627,, คืน บ.หมิงเฮา ห้อง4136 ย้ายออก 29/12/2568 ไฟล์แยก (ธ.ค),,,,,,,,,,,,,,
,,สรุป,,,ยูนิต,ค่าไฟรวม,87794,,,2568-12-02 00:00:00,17243.35,,ค่าเช่า พ.ย ห้อง 3030  (พ.ย),,2568-12-05 00:00:00,7248.59,สกายเคม ชำระค่าเช่า พ.ย ไฟล์แยก สกายเคม (พ.ย),,,,,,,,,,2568-12-09 00:00:00,747.93,ค่า internet ห้อง2018 ใช้งาน 1-31 ธ.ค 2568 (ธ.ค),,2568-12-04 00:00:00,252.07,,คืนห้องประกัน router4111 (หักค่า internet พ.ย ยอด 747.93) (พ.ย),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,จำนวนห้องเช่า,,,41,,ห้อง,,,2568-12-02 00:00:00,2800,,ค่าเช่าส่วนพนักงานบ่อทองอินดัสทรี ชำระเอง 700 *4 คน (พ.ย) ,,2568-12-08 00:00:00,34174.23,ไป่หลง ชำระค่าเช่า พ.ย ไฟล์แยกไป่หลง (พ.ย),,,,,,,,,,2568-12-09 00:00:00,747.93,ค่า internet ห้อง2009 ใช้งาน 1-30 พ.ย 2568 (พ.ย),,2568-12-04 00:00:00,,,"50,000 เงินสดสำรองไว้ในเซฟเพื่อใช้คืนผู้เช่าย้ายออก (กรณีผู้เช่าต้องการรับคืนเป็นเงินสด) ให้ไว้วันที่ 2/12/2568",,,,,,,,,,,,รวม,,,,33649.72,,,,,,,,,,,,,,
,,รายได้ค่าเช่า,,,,369954.07,บาท,,,2568-12-02 00:00:00,,,"42,507.80 บริษัท กว่างโจว ชำระค่าเช่า พ.ย ไฟล์แยก (พ.ย)",,2568-12-08 00:00:00,369750.3, Chen Jun (แปลง2) ชำระค่าเช่า พ.ย ไฟล์แยก แปลง2 (พ.ย),,,,,,,,,,2568-12-09 00:00:00,,747.93 ค่า internet ห้อง4003 (ยูโลจี) ใช้งาน 5 ธ.ค 68 - 5 ม.ค 69 ไฟล์แยก(ธ.ค),,2568-12-07 00:00:00,,,"2,854.77 คืน บริษัท ออนเนอส์ห้อง4051 ย้ายออก 1/12/68 ไฟล์แยก ออนเนอร์ส (พ.ย) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,รายได้จาก Vat7%,,,,8163.022000000001,บาท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,รายได้จากค่า INTERNET,,,30,18951.515,บาท,10022.262,,2568-12-03 00:00:00,5687.7,,ค่าเช่า พ.ย ห้อง 3024  (พ.ย),,2568-12-08 00:00:00,4098.03,ยูโลจี ชำระค่าเช่า พ.ย ไฟล์แยก ยูโลจี (พ.ย),,,,,,,,,,2568-12-09 00:00:00,,"1,000 ค่าประกัน router (ยูโลจี) ห้อง4003",,2568-12-09 00:00:00,,,"10,706 คืน บริษัท ชานกงย้ายออก 4 ห้อง 4109,4110,4111,4114 ย้ายออก 30/11/2568 ไฟล์แยก (พ.ย)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าน้ำ,,,315,9450,บาท,,,2568-12-03 00:00:00,6894.16,,ค่าเช่า พ.ย ห้อง 3037  (พ.ย),,2568-12-08 00:00:00,19889.51, บ่อทองอินดัสทรี ชำระค่าเช่า 1028 1029 พ.ย ไฟล์แยกบ่อทอง (พ.ย),,,,,,,,,,2568-12-09 00:00:00,27200,ห้อง1018 ค่าประกัน+ล่วงหน้า เข้าพัก 3/12/2568 (ธ.ค),,2568-12-09 00:00:00,2964.04,,คืนห้อง4121 ย้ายออก วันที่ 3/12/2568 (พ.ย),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าไฟ หน่วย 10 บาท,,,6789,67890,บาท,67890,,2568-12-03 00:00:00,0,,"27,200 ไท่ซาน ห้อง1020 ค่าประกัน+ล่วงหน้า เข้าพัก 3/12/2568 ไฟล์แยก (ธ.ค)",,2568-12-09 00:00:00,34733,ค่าเช่า บ.อีสเทิร์นไนส์ เดือน พ.ย ไฟล์แยกอีสเทิร์นไนส์ (พ.ย),,,,,รวม,,,0,,2568-12-09 00:00:00,13600,ห้อง4001 ค่าประกัน+ล่วงหน้า เข้าพัก 4/12/2568 (ธ.ค),,2568-12-09 00:00:00,2006,,คืนห้อง4120 ย้ายออก วันที่ 6/12/2568 (พ.ย),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าไฟ หน่วย 8 บาท,,,2488,19904,บาท,19904,,2568-12-03 00:00:00,,,"59,463.06 ไสออนนน์ ชำระค่าเช่า พ.ย ไฟล์แยก (พ.ย)",,2568-12-09 00:00:00,0.6,ค่าเช่า บ.อีสเทิร์นไนส์ เดือน พ.ย ไฟล์แยกอีสเทิร์นไนส์ (พ.ย),,,,,,,,,,,,,,2568-12-09 00:00:00,5890.6,,คืนห้อง1006 ย้ายออก วันที่ 6/12/2568 (พ.ย),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าทำความสะอาด,,,,7100,บาท,,,2568-12-03 00:00:00,,,"8,563.62 หัวเฉิง ห้อง2024 ชำระค่าเช่า พ.ย ไฟล์แยก (พ.ย)",,2568-12-10 00:00:00,175500, เดลทัลชำระ ประกัน + ล่วงหน้า 20 ห้อง เข้าพัก 1/11/68 (พ.ย),,,,,,,,,,,,,,2568-12-09 00:00:00,5997.5,,คืนห้อง4132 ย้ายออก วันที่ 6/12/2568 (พ.ย),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
