Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,ยอดเงินยกมาจากเดือน ธ.ค 2567 ,Unnamed: 18,Unnamed: 19,247630.4,ยอดเงินโอนข้ามเดือน,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,ยอดเงินโอนออกยกมาจากเดือน ธ.ค 2567 ,Unnamed: 35,Unnamed: 36,Unnamed: 37,0,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
,,,,,,,,,,,,,,ค่าน้ำ 15 ห้อง,3450,,,,,3 Out,3013,โอนคืนแล้ว,ยอดโอนคืน,7510,,2568-03-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ค่าไฟ 15 ห้อง,16352,,,,,4,3022,8036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ค่าทำความสะอาด 10 ห้อง,3700,,,,,5,3027,7676,,,,,,,,,,,,,,,,,รวมยอดโอนคืนยกไป ก.พ 2568,,47942,,,,,,,,,,
,,,,,,,,,,,,,,ค่าห้อง 5 ห้อง,34000,,,,,6,3036,7598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ค่าใช้จ่ายรวม,57502,,,,,7,3037,7226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ยอดเงินโอนคืนแปลง 2,,10498,2568-02-27 00:00:00,,,,8,3038,7562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9,3041,7270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ยอดเข้า,711973.04,,,ยอดโอนเข้า บจก เอ็มเอสเทท,,,ค่าเช่า,15265.35,,,,,,10,3042,9242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,โอนออกไป บจก เอ็ม เอสเทท,,ยอดออก,1137983.75,,,,,,ค่าน้ำ,บวกไปในยอดรวมแล้ว,,,,,,รวม,,71366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ยอดออก,85326,,,รวมยอด,,69155.35,ค่าไฟ,บวกไปในยอดรวมแล้ว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,=,626647.04,,,,,,,,,,,,,,สรุปยอดที่ยกไปเดือนมกราคมกุมภาพันธ์ ,,307118.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ค่าน้ำ/ยูนิต (บาท),,,30,,,,สเตจเม้นท์มกราคม 2568  IN,,,,สเตจเม้นท์มกราคม 2568 OUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าไฟ/ยูนิต (บาท),,,,,8,,,วันที่,ยอด,รายการ,,วันที่,ยอด,รายการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าเช่า Studio/เดือน (บาท),,,,,6800,,,2568-01-01 00:00:00,13600,3004 IN,Jan,2568-01-02 00:00:00,1137983.75,โอนไป บจก เอ็ม เอสเทท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าเช่า Suite/เดือน (บาท),,,,,13600,,,2568-01-01 00:00:00,3365.55,ค่าเช่า 2025,Dec,2568-01-03 00:00:00,5110,โอนคืนห้อง 3021 (โอนค่าเช่าตัวเลขผิด),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-02 00:00:00,5110,3021 โอนค่าเช่าตัวเลขผิด,Dec,2568-01-18 00:00:00,3698,3043 Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-02 00:00:00,40800,"3002,3003,3006 IN",Jan,2568-01-19 00:00:00,3902,3025 Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,40800,,,2568-01-21 00:00:00,3848,3026 Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-02 00:00:00,27200,3001 IN,Jan,2568-01-24 00:00:00,5804,2022 Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-03 00:00:00,5101.65,ค่าเช่า 3021 (ยอดที่ถูกต้อง),Dec,2568-01-24 00:00:00,6114,1005 Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,สรุป,,,ยูนิต,,,,,2568-01-03 00:00:00,5000,ประกันมิเตอร์ น้ำไฟ 1001 (จั๊มไฟ) ,Jan,2568-01-25 00:00:00,3354,3032 Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,จำนวนห้องเช่า,,,141,,ห้อง,,,2568-01-03 00:00:00,10000,ค่าเช่า 3031,Dec,2568-01-25 00:00:00,11338,3019 Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
จำนวนห้องเช่ามัดจำ/เข้าพักเดือนหน้า,,,,,0,,ห้อง,,,,4266.3,,,2568-01-25 00:00:00,11550,1010 Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,รายได้ค่าเช่า,,,,587480.1799999999,บาท,,,2568-01-04 00:00:00,7917.2,ค่าเช่า 3035,Dec,2568-01-28 00:00:00,1146,2023 Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าน้ำ,,,489,14670,บาท,14670,,2568-01-04 00:00:00,13600,2022 IN,Jan,2568-01-28 00:00:00,11762,3005 Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าไฟ,,,9947,79576,บาท,79576,,2568-01-04 00:00:00,14537.6,ค่าเช่า 3032,Dec,2568-01-28 00:00:00,12276,3016 Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าทำความสะอาด,,,,13900,บาท,,,2568-01-04 00:00:00,2439.5,ค่าเช่า 3019,Dec,2568-01-28 00:00:00,10534,3017 Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค่าปรับ,,,,0,บาท,,,2568-01-04 00:00:00,27200,1010 IN (Suite),Jan,รวมโอนออก,1217885.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ค้างชำระ,,,,0,บาท,,,2568-01-04 00:00:00,27200,1012 IN (Suite),Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,รวม,,695626.1799999999,,,,2568-01-04 00:00:00,3188.9,ค่าเช่า 3029,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-04 00:00:00,10000,1011 IN (Suite),Jan,ยอดโอนคืนผู้เช่าจริง ,,85326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-04 00:00:00,6800,1005 IN (Studio),Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-06 00:00:00,10000,ค่าเช่า 3030,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,3312.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-08 00:00:00,101200.35,ค่าเช่า 13 ห้อง,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-08 00:00:00,48000,"1020 ,1021 IN (Suite 12,000/ เดือน)",Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-08 00:00:00,8236,ค่าเช่า 3033,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-09 00:00:00,27200,1006 IN (Suite),Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-09 00:00:00,29944,ค่าเช่า แปลง 2 จำนวน 13 ห้อง,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-09 00:00:00,15539,"ค่าเช่า 3039 ,3028 ,3024 ,3014",Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-09 00:00:00,3899.6,ค่าเช่า 2023,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-09 00:00:00,5607.7,ค่าเช่า 2021,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-09 00:00:00,1280.75,ค่าเช่า 3020,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-12 00:00:00,13600,1014 IN,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-12 00:00:00,13600,1013 IN,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-13 00:00:00,8796,ค่าเช่า 3034,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-15 00:00:00,7320,ค่าเช่า 2024,Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-16 00:00:00,40000,"ไชน่าสเตท 4047, 4048 ,4049, 4050 IN (Studio)",Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-17 00:00:00,13600,โอนประกัน+ล่วงหน้า เพิ่ม 3015,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-24 00:00:00,1678,2022 โอนค่าน้ำ - ค่าไฟ ธ.ค 67 เพิ่ม (ทางเราเก็บเงินผู้เช่าขาด),Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-31 00:00:00,14972,ค่าเช่า 1018,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-31 00:00:00,35186.64,"ค่าเช่า 3018, 1020, 1021",Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-31 00:00:00,7584,ค่าเช่า 1029,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,รวมโอนเข้า,717083.0399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2568-01-02 00:00:00,5110,3021 โอนค่าเช่าตัวเลขผิด,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ยอดโอนจริง,,711973.0399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
